user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
A4695,"['Big Gator Tools V-Tap Guide, Standard sizes 0-80 to 5/8', 'Big Gator Tools V-Tap Guide, Standard sizes 0-80 to 5/8', 'Yost MU360 Universal Jaw Cover, 6', 'Brown & Sharpe 599-792-30 Adjustable Spring Tensioned Tap Guide']",Bessey BV-NVJ Multi-Purpose Vise Jaws (Jaws Only),"[1359, 1359, 793, 66]",33,"['<a_224><b_75><c_97>', '<a_224><b_75><c_97>', '<a_193><b_60><c_154>', '<a_104><b_185><c_92>']",<a_193><b_97><c_87>
A4811,"['Applied Magnets Strong N52 Neodymium Magnet 1 inch Cube', 'Applied Magnets Strong N52 Neodymium Magnet 1 inch Cube']",SEOH INOCULATING LOOP 3wire w/loop 8 handle 3pk,"[2083, 2083]",1705,"['<a_251><b_212><c_39>', '<a_251><b_212><c_39>']",<a_229><b_184><c_102>
A3074,['American Terminal E-FFR250N-100 22/18-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects'],"BSI Bob Smith 152 Insta Set Accelerator, 8 oz.",[58],749,['<a_67><b_56><c_17>'],<a_99><b_170><c_176>
A706,"['Dico 541-786-21/2 Nyalox Cup Brush 21/2-Inch Blue 240 Grit', 'Dico 541-774-21/2 Nyalox Cup Brush 21/2-Inch Grey 80 Grit', 'Kreg SML-C125-100 1-1/4-Inch 8-Coarse Washer-Head Pocket Screws, 100-Count', 'Kreg SML-C150-100 Pocket Screws 1-1/2-Inch, 8 Coarse, Washer-Head, 100-Count', 'Kreg SML-C250-50 2-1/2-Inch #8 Coarse Washer-Head Pocket Screws, 50 Count', 'Neiko 10194A Titanium Step Drill Bit, High Speed Steel | 1/4"" to 1-3/8"" | Total 10 Step Sizes']","Paslode 650230 1-1/4-Inch by 16 Gauge 20 Degree Angled Galvanized Finish Nail (2,000 per Box)","[482, 4, 387, 908, 909, 178]",936,"['<a_24><b_51><c_87>', '<a_24><b_255><c_63>', '<a_224><b_163><c_173>', '<a_224><b_163><c_54>', '<a_224><b_172><c_11>', '<a_224><b_17><c_207>']",<a_42><b_44><c_113>
A3946,"['Forney 72391 Replacement Cutters for Bench Grinding Wheel Dresser', 'Neiko 50484A Internal Hex/Allen Socket-Head Set Screw Assortment, (200 Piece), 5/32"" x 3/16""/1/4"" x 3/8', 'Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs', 'Miller Electric 229895 Gage, Wire Metal Sizes']",Uxcell a13051400ux0583 10-Pieces Black Plastic Housing 3.5mm Audio Jack (Pack of 10),"[1606, 286, 285, 415]",2876,"['<a_193><b_234><c_246>', '<a_224><b_153><c_250>', '<a_73><b_8><c_168>', '<a_104><b_251><c_25>']",<a_23><b_201><c_248>
A4386,"['ColorConnex Coupler & Plug Kit (7 Piece), Industrial Type D, 1/4 in. NPT, Red - A73457D', 'Arrow Fastener 508IP Genuine T50 1/2-Inch Staples, 5,000-Pack', '3M Utility Duct Tape 2929 Silver, 1.88 in x 50 yd 5.8 mils (Pack of 1)', 'DEWALT DBN18125 Heavy Duty 18 Gauge, 1-1/4-Inch Brad Nail (5000-Pack)', '10 Pcs Silver Tone Metal Butt Hinge for Window Cupboard']","Banjo TF100 Polypropylene Bulkhead Tank Fitting, 1"" NPT Female","[201, 428, 467, 230, 1637]",2039,"['<a_67><b_185><c_54>', '<a_42><b_251><c_65>', '<a_202><b_160><c_184>', '<a_42><b_33><c_28>', '<a_42><b_135><c_142>']",<a_108><b_70><c_212>
A758,"['AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', '500 qty 3/8"" Inch Steel Shot Slingshot Ammo Balls']","Arrow Fastener 214 Genuine JT21 1/4-Inch Staples, 1,000-Staples","[181, 181, 182, 2049]",612,"['<a_107><b_93><c_0>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>', '<a_71><b_207><c_11>']",<a_42><b_125><c_117>
A7400,"['HICTOP Prusa I3 3D Desktop Printer, DIY High Accuracy CNC Self-Assembly Tridimensional', 'Kamo 5PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer', 'BuildTak 3D Printing Build Surface, 8"" x 10"" Rectangle, Black (Pack of 3)', 'Signstek 3D Printer MK2 MK3 Heated Bed Tempered Borosilicate Glass Plate 213x200x3mm', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver']","HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White","[1693, 1848, 2698, 2151, 2507]",1847,"['<a_158><b_66><c_3>', '<a_91><b_29><c_123>', '<a_223><b_184><c_74>', '<a_91><b_115><c_103>', '<a_223><b_198><c_173>']",<a_223><b_20><c_170>
A3600,"['Aircast Pneumatic Armband: Tennis/Golfers Elbow Support Strap, Black']","Ten 1"" Inch Chrome Steel Bearing Balls G25",[2975],1342,['<a_122><b_249><c_73>'],<a_71><b_104><c_14>
A3250,"['eSUN 1.75mm Black ABS 3D Printer filament 1kg Spool (2.2lbs), Black', 'Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion', 'HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Glow in the Dark', 'Vacmaster 4 Gallon, 5 Peak HP with 2-Stage Industrial Motor Wet/Dry Floor Vacuum, VF408']","MeltInk3D PLA- 1K175BLK05 Black PLA 3D Printer Filament &Oslash; 1.75mm, 1Kg (2.2 Lb), MADE in U.S.A, Dimensional Accuracy: &plusmn; 0.05mm","[2677, 84, 3075, 1268]",3490,"['<a_223><b_217><c_151>', '<a_104><b_186><c_66>', '<a_223><b_198><c_24>', '<a_24><b_174><c_64>']",<a_223><b_31><c_0>
A1041,"['Stanley 21-106 8-Inch Mill Bastard File', 'Brush Research FLEX-HONE Cylinder Hone, BC Series, Silicon Carbide Abrasive, 1-1/8"" (29 mm) Diameter, 320 Grit Size', 'Brush Research FLEX-HONE Cylinder Hone, GB Series, Silicon Carbide Abrasive, 3-1/4"" (83 mm) Diameter, 240 Grit Size', ""Grizzly G9849 Magnetic Base/Dial Indicator Combo - President's Special"", 'Neiko 01409A Electronic Digital Caliper with Extra Large LCD Screen | 0 - 12 Inches | Inch/Fractions/Millimeter Conversion']",Vktech 280Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size (5 Color),"[791, 2265, 47, 118, 84]",247,"['<a_193><b_253><c_154>', '<a_193><b_192><c_20>', '<a_193><b_192><c_14>', '<a_104><b_118><c_176>', '<a_104><b_186><c_66>']",<a_228><b_18><c_43>
A3675,"['STMicroelectronics L7805CV 5V 1.5A Positive Voltage Regulator, 5 Pieces', '6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 2-1/4"" Diameter, 12"" Length']","6061 Aluminum Round Rod, Unpolished (Mill) Finish, Extruded, T6511 Temper, ASTM B221, 1/4"" Diameter, 60"" Length","[1602, 1153]",1154,"['<a_30><b_229><c_164>', '<a_251><b_198><c_140>']",<a_251><b_198><c_114>
A4848,['HOODDEAL 50 PCS 3296 Fine-tune Multiturn Trimmer Potentiometers Kit 10 value Variable Resistor'],Function Generator DIY KIT by JYE Tech FG085,[1617],3415,['<a_73><b_137><c_160>'],<a_30><b_149><c_83>
A420,"['DEWALT DCS16200 2-Inch by 16 Gauge Finish Nail (2,500 per Box)', 'DEWALT DCS16250 2-1/2-Inch by 16 Gauge Finish Nail (2,500 per Box)', 'VORCOOL 60pcs 7mm, 10mm, 11mm, 14mm, 16mm, 17mm Spring Clips Fuel Hose Line Water Pipe Air Tube Clamps Fasteners']","3M 88 Electrical Tape, .75-Inch by 66-Foot by .0085-Inch","[447, 1411, 1297]",221,"['<a_42><b_33><c_21>', '<a_42><b_33><c_16>', '<a_71><b_202><c_77>']",<a_202><b_218><c_58>
A5964,"['HATCHBOX 3D ABS-1KG1.75-BLU ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue', 'HATCHBOX 1 Spool 3D Printer Filament Tabletop Wall Mount Rack', 'PLA Glow in the Dark Cosmic Blue 3D Printing Filament, 1.75 mm', 'HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Purple', '[STAR] Alchement - PLA Series, 3D Filament, 1.75mm, 1kg (Transparent)', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver', 'Smartbuy 1.75mm Black PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm', 'Smartbuy 1.75mm Orange PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm', 'Smartbuy 1.75mm Yellow PLA 3D Printer Filament - 1kg Spool/Roll (2.2 lbs) - Dimensional Accuracy +/- 0.05mm']",30 Bearing 608ZZ 8x22x7 Shielded Greased Miniature Ball Bearings,"[2419, 50, 51, 3302, 3460, 3629, 2507, 2994, 2758, 3537]",1597,"['<a_223><b_198><c_3>', '<a_223><b_198><c_36>', '<a_223><b_29><c_58>', '<a_223><b_212><c_0>', '<a_223><b_198><c_243>', '<a_223><b_220><c_230>', '<a_223><b_198><c_173>', '<a_223><b_96><c_3>', '<a_223><b_96><c_44>', '<a_223><b_96><c_140>']",<a_251><b_44><c_109>
A4369,"['Sugru Mouldable Glue - Original Formula - White (3-Pack)', 'Philips Sonicare 2 Series plaque control rechargeable electric toothbrush, HX6211/04', 'Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply', 'Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply', 'Pro Gaffer Gaffers Tape, 2 in x 55 yd, Black']","3M 3920-BK Duct Tape Black, 1.88 Inches by 20 Yards","[2258, 3176, 513, 513, 991]",555,"['<a_165><b_7><c_199>', '<a_24><b_20><c_2>', '<a_210><b_12><c_10>', '<a_210><b_12><c_10>', '<a_202><b_25><c_167>']",<a_202><b_197><c_7>
A3746,"['Adenna DLG675 Dark Light 9 mil Nitrile Powder Free Exam Gloves (Black, Medium) Box of 100']","Industrial & Scientific"" />",[1043],98,['<a_44><b_71><c_57>'],<a_15><b_155><c_49>
A2277,['J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.'],Racor LDL-1B Ladder Lift,[675],34,['<a_165><b_59><c_69>'],<a_206><b_235><c_138>
A6918,['Nubee Temperature Gun Non-contact Infrared Thermometer MAX Display & EMS Adjustable'],InstallGear 1/0 AWG Gauge Gold Ring Set Screw Battery Ring Terminals (4 Pack),[591],2587,['<a_107><b_42><c_214>'],<a_17><b_193><c_144>
A187,['GUM Proxabrush Go-Betweens Cleaners 8 ct - Ultratight Pack of (3)'],Shop-Vac 9067200 Type I 10-14-Gallon High Efficiency Disposable Collection Filter Bag 2-Pack,[736],714,['<a_180><b_7><c_118>'],<a_24><b_29><c_6>
A1161,"['3M 90128-00001, 18"" Professional Quality Non Reflective  Safety Cone, 1-Pack,3M,90128-00001"" />', '3M 90128-00001, 18"" Professional Quality Non Reflective  Safety Cone, 1-Pack,3M,90128-00001"" />']",Wixey WR300 Digital Angle Gauge,"[783, 783]",25,"['<a_68><b_204><c_73>', '<a_68><b_204><c_73>']",<a_104><b_196><c_96>
A2834,"['Gardner Bender 10-104 100PK Ring Terminal, 100 Pack, Blue', 'Gardner Bender 10-106 50PK Ring Terminal, Yellow', 'American Terminal E-BCY-100 12/10-Gauge Economy Vinyl Butt Connectors', 'American Terminal E-FFB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects', 'American Terminal E-FMB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects', 'American Terminal E-BCRN-100 22/18-Gauge Economy Nylon Butt Connectors', 'American Terminal E-BCBN-100 16/14-Gauge Economy Nylon Butt Connectors', 'American Terminal E-BCY-100 12/10-Gauge Economy Vinyl Butt Connectors', 'American Terminal E-FFB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects']",American Terminal E-FMB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects,"[1265, 593, 1677, 417, 418, 2900, 1678, 1677, 417]",418,"['<a_67><b_49><c_7>', '<a_67><b_49><c_9>', '<a_67><b_137><c_28>', '<a_67><b_56><c_2>', '<a_67><b_56><c_0>', '<a_67><b_56><c_196>', '<a_67><b_56><c_206>', '<a_67><b_137><c_28>', '<a_67><b_56><c_2>']",<a_67><b_56><c_0>
A3882,['Rectorseal 74026 3-Ounce C-Flux'],"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",[738],119,['<a_79><b_32><c_224>'],<a_210><b_156><c_39>
A3124,"['Fluke 1AC-A1-II VoltAlert Non-Contact Voltage Tester', 'StainlessTown K18FNW Stainless Steel Fender Washer Assortment Kit', 'Stainlesstown K18FWC Stainless Steel Flat Washer Assortment Kit', 'Stainless Steel Phillips Pan Machine Screw Assortment Kit', 'Uxcell a11102000ux0355 2N3906 General Purpose 3 Terminals PNP Transistors, 100 Piece']",URBEST 530 Pcs 2:1 Heat Shrink Tubing Tube Sleeving Wrap Cable Wire 5 Color 8 Size,"[206, 3437, 841, 2232, 2561]",176,"['<a_36><b_4><c_7>', '<a_224><b_38><c_1>', '<a_224><b_38><c_41>', '<a_224><b_222><c_29>', '<a_236><b_70><c_126>']",<a_17><b_80><c_8>
A7209,"['HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White', 'HATCHBOX 2 Spool 3D Printer Filament Tabletop Wall Mount Rack', 'HATCHBOX 1 Spool 3D Printer Filament Tabletop Wall Mount Rack', 'SainSmart PETG-1KG1.75 PETG 3D Printers Filament, 1 kg/2.2 lb.', 'SainSmart Clear Flexible TPU 3D Printing Filament, 1.75 mm, 0.8 kg, Dimensional Accuracy +/- 0.05 mm', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Gold', 'HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Silver', 'HATCHBOX PETG 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black', 'Proto-pasta CFP11705 The Original Carbon Fiber Spool , PLA 1.75 mm, 500 g , Black']",Anycubic Barrel Stainless Steel Nozzle Throat with PTFE Tube for V6 3D Printer 1.75mm Extruder Hot End,"[1850, 1847, 2771, 51, 3098, 2544, 2152, 2507, 3405, 2204]",3535,"['<a_223><b_198><c_182>', '<a_223><b_20><c_170>', '<a_223><b_29><c_180>', '<a_223><b_29><c_58>', '<a_223><b_126><c_13>', '<a_223><b_86><c_176>', '<a_223><b_198><c_100>', '<a_223><b_198><c_173>', '<a_223><b_72><c_209>', '<a_223><b_89><c_223>']",<a_91><b_83><c_230>
A6806,['TEKTRUM EXTERNALLY POWERED SOLDERLESS 1660 TIE-POINTS EXPERIMENT PLUG-IN BREADBOARD WITH ALUMINUM BACK PLATE AND JUMPER WIRES FOR PROTO-TYPING CIRCUIT/ARDUINO'],SainSmart L293D Motor Drive Shield For Arduino Duemilanove Mega UNO R3 AVR ATMEL,[632],2767,['<a_73><b_8><c_199>'],<a_30><b_108><c_233>
A2999,"['Pac-Kit by First Aid Only 5-910 Self-Adhering Cohesive Wrap, 5 yds Length x 1"" Height', 'Pac-Kit by First Aid Only 4-007 Non-Woven Triangular Bandage with 2 Fastening Hooks, 56"" Length x 40"" Width', 'Waterjel 2421 Water-Jel Unit Dose Burn Gel, 3.5 gm Packet (Pack of 6)']",Airway Kit - Nasopharygngeal Respiration Tubes In 5 Sizes - With Surgilube Jelly Packets,"[2316, 2588, 3001]",3422,"['<a_122><b_179><c_210>', '<a_206><b_95><c_211>', '<a_44><b_131><c_6>']",<a_52><b_109><c_171>
A5668,"['Corning Pyrex 5 Piece Glass Graduated Low Form Griffin Beaker Assortment Pack, with Double Scale', 'Glass Stir Rod 8"", 12/pk']","Eclectic Supply B36-24 Cobalt Glass Bottles with Glass Eye Dropper, 1 oz Capacity, Blue (Pack of 24)","[885, 3222]",385,"['<a_94><b_144><c_239>', '<a_17><b_26><c_56>']",<a_150><b_14><c_0>
A42,"['Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8"" (Pack of 10)', 'Duck Brand 240201 MAX Strength Duct Tape, 1.88 Inches by 45 Yards, Silver, Single Roll', 'DEWALT DBN18063 Heavy Duty 5/8-Inch, 18 Gauge Brad Nails (5000-Pack)', 'DEWALT DBN18125 Heavy Duty 18 Gauge, 1-1/4-Inch Brad Nail (5000-Pack)', 'Polar Ice PI125200CT 125 Count Plastic Jello Shot Cups with Lids, 2-Ounce', 'Karter Scientific 213A2 Borosilicate Glass Low Form Glass Beaker, 50/100/250/500/1000 mL (Pack of 5)', 'Thogus Polyethylene Tube Fitting, 90 Degree Elbow, Black, 3/8"" Barbed (Pack of 10)', 'Thogus Polyethylene Tube Fitting, Coupler, Black, 3/16"" Barbed (Pack of 10)', 'Gorilla Super Glue Gel, 15 Gram, Clear', 'B&C Eagle 9025 1-Inch Length x 1/4-Inch Narrow Crown x 18 Gauge Galvanized Finish Staples (5,000 per box)']","American Educational Double Burette Clamp with Rubber-Coated Rotating Jaws, 3/8"" - 1-3/8"" Holding Size","[42, 228, 229, 230, 231, 232, 233, 234, 172, 235]",236,"['<a_71><b_242><c_21>', '<a_202><b_161><c_137>', '<a_42><b_67><c_3>', '<a_42><b_33><c_28>', '<a_14><b_227><c_130>', '<a_94><b_163><c_50>', '<a_108><b_49><c_131>', '<a_108><b_49><c_141>', '<a_165><b_52><c_74>', '<a_206><b_246><c_241>']",<a_104><b_213><c_169>
A973,"['GREAT STUFF Gaps & Cracks 20 oz Insulating Foam Sealant', 'Torin Big Red Hydraulic Bottle Jack, 50 Ton Capacity', 'Frost King Available R534H Sponge Rubber Foam Tape 5/16-Inch, Black, 3/4"" W, 5/16"" T, 10 ft L']",J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,"[561, 381, 1433]",675,"['<a_244><b_55><c_46>', '<a_87><b_37><c_190>', '<a_202><b_16><c_147>']",<a_165><b_59><c_69>
A3524,"['Amprobe TL35B Test Leads with Alligator Clips', 'NIBCO 429 Series PVC Pipe Fitting, Coupling, Schedule 40, 1"" Slip', 'Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8"" (Pack of 10)']","Gardner Bender 07315001126 LTB-400 Liquid Electrical Tape, Easy-on, Waterproof, Indoor/Outdoor Use, 4 Oz. Jar, Black, Bottle","[715, 1616, 42]",23,"['<a_211><b_68><c_182>', '<a_108><b_199><c_115>', '<a_71><b_242><c_21>']",<a_202><b_100><c_73>
A2474,"['Shoe GOO&reg; Adhesive, 3.7 fl oz', 'Shoe GOO&reg; Adhesive, 3.7 fl oz', 'Gear Aid Aquaseal FD Flexible Repair Adhesive for Outdoor Gear and Vinyl, Clear Glue', 'Accessbuy 180-Piece Rubber Grommet Shop Assortment', 'uxcell Adjustable 9mm-16mm Metal Worm Gear Hose Clamps 20 Pcs', 'Nicholson File Card & Brush (Pack of 1)', 'DEWALT DW8062B5 4-1/2-Inch by 0.045-Inch Metal and Stainless Cutting Wheel, 7/8-Inch Arbor, 5-Pack', 'J.V. Converting DC-WGT-01/WI063038 JVCC DC-WGT-01 Double Coated Window Glazing Tape: 1/16"" thick x 3/8"" x 50 yd, White', 'Precision Brand M6S Micro Seal, Miniature All Stainless Worm Gear Hose Clamp, 5/16"" - 7/8"" (Pack of 10)', 'Anderson Metals 57001-0402 Brass Hose Fitting, Adapter, 1/4"" Barb x 1/8"" NPT Male Pipe']","Zoeller 30-0181 PVC Plastic Check Valve, 1-1/2 Inch","[1382, 1382, 1569, 1286, 905, 1140, 831, 2877, 42, 800]",316,"['<a_122><b_52><c_0>', '<a_122><b_52><c_0>', '<a_122><b_70><c_106>', '<a_71><b_201><c_34>', '<a_71><b_236><c_125>', '<a_180><b_205><c_169>', '<a_193><b_42><c_1>', '<a_233><b_87><c_202>', '<a_71><b_242><c_21>', '<a_108><b_88><c_113>']",<a_108><b_196><c_55>
A5231,"['Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply']","Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply",[513],513,['<a_210><b_12><c_10>'],<a_210><b_12><c_10>
A5294,['Dynarex 2201 Medical Surgical Face Masks (Pack of 50)'],Anytime Tools 48 pc HEAT SHRINK TUBING WRAP SLEEVES ASSORTED SIZES,[146],399,['<a_44><b_165><c_136>'],<a_228><b_187><c_137>
A1533,"['CLR Pro CL-4Pro Calcium, Lime and Rust Remover, 1 Gallon Bottle']","FiberFix 1"" Repair Tape Wrap - Fix Anything with Permanent Waterproof Repair Tape 100X Stronger than Duct Tape",[2070],1568,['<a_66><b_16><c_196>'],<a_122><b_126><c_5>
A5195,"['PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length', 'PEI (Polyetherimide) Sheet, Opaque Off-White, Standard Tolerance, ASTM D5205 PEI0113, 0.03"" Thickness, 12"" Width, 24"" Length', 'RioRand(TM) Borosilicate glass for heatbed MK2/MK2A of 3D printer,Reprap, Mendel']",Filament Outlet Red PLA 1.75mm 3D Printer Filament 1kg (2.2lbs) spool USA,"[1205, 1205, 3457]",1844,"['<a_17><b_62><c_227>', '<a_17><b_62><c_227>', '<a_91><b_115><c_59>']",<a_223><b_120><c_7>
A3945,"['Neiko 50484A Internal Hex/Allen Socket-Head Set Screw Assortment, (200 Piece), 5/32"" x 3/16""/1/4"" x 3/8', 'Silica Gel Desiccants 2-1/4 x 1 1/2 Inches - 25 Silica Gel Packets of 10 Grams Each by Dry-Packs', 'Dry-Packs 3gm Cotton Silica Gel Packet, Pack of 50', '10g Silica Gel Desiccant (Pack of 50)']","Fieldoor 44 Pound Strong Neodymium Indoor/Outdoor Magnet Hook, Heavy Duty Magnetic Hooks (4 Pack)","[286, 284, 2798, 1945]",1221,"['<a_224><b_153><c_250>', '<a_150><b_61><c_87>', '<a_150><b_61><c_10>', '<a_150><b_218><c_97>']",<a_251><b_53><c_176>
A6592,['Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs'],"microtivity IL188 5mm Assorted Clear LED w/Resistors (8 Colors, Pack of 80)",[285],734,['<a_73><b_8><c_168>'],<a_73><b_231><c_56>
A1244,"['3M Scotch 2120-A Tough Transparent Duct Tape, 1.8-Inch, 20 yds', 'Country Brook Design | Black Sew on Hook and Loop (2 inch, 10 yards)', '3"" X 4"" 4-mil Clear Resealable Zipper Poly Shipping Bags (Qty=100)']","Tongue Depressors, Sterile, Adult, Wood, 6""x0.6875"", 100/BX","[200, 1485, 2038]",1496,"['<a_206><b_9><c_216>', '<a_206><b_0><c_223>', '<a_210><b_9><c_46>']",<a_180><b_216><c_43>
A5433,"['American Terminal E-FMR250N-100 22/18-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects', 'American Terminal E-FMR250N-100 22/18-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects', '3M Dual Lock Reclosable Fastener TB3550 250/250 Black, 1 in x 10 ft (1 Mated Strip/Bag)', 'Plymor 3"" x 4"", 4 Mil (Pack of 500) Heavy Duty Plastic Reclosable Zipper Bags', '3M Fastener TB3571/TB3572 Hook/Loop Black, 1 in (25.4mm) x 10 ft (3.05m) (1 Mated Strip/Bag)']","Plymor 6"" x 9"", 4 Mil (Pack of 100) Heavy Duty Plastic Reclosable Zipper Bags","[1452, 1452, 1798, 2585, 1276]",1982,"['<a_67><b_56><c_9>', '<a_67><b_56><c_9>', '<a_68><b_32><c_235>', '<a_210><b_219><c_9>', '<a_68><b_49><c_78>']",<a_210><b_219><c_10>
A5263,"['Koch 7640040 Roller Chain Offset Link, 4-Pack, 40', 'Oatey 30203 Dark Cutting Oil, Speed Threading, 16-Ounce']","Oatey 30203 Dark Cutting Oil, Speed Threading, 16-Ounce","[414, 860]",860,"['<a_71><b_74><c_245>', '<a_173><b_192><c_144>']",<a_173><b_192><c_144>
A4964,"['SE 8436MVC 3"" Universal Table Vise', 'SE 8436MVC 3"" Universal Table Vise', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator', 'Industrial & Scientific"" />']","AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator","[1415, 1415, 181, 181, 835]",182,"['<a_193><b_37><c_133>', '<a_193><b_37><c_133>', '<a_107><b_93><c_0>', '<a_107><b_93><c_0>', '<a_15><b_113><c_3>']",<a_107><b_93><c_0>
A3105,"['American Terminal E-FFR250N-100 22/18-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects', 'American Terminal E-FFB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects', 'American Terminal E-FMB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects', 'American Terminal E-BCRN-100 22/18-Gauge Economy Nylon Butt Connectors', 'American Terminal E-FMR250N-100 22/18-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects', 'American Terminal E-BCBN-100 16/14-Gauge Economy Nylon Butt Connectors', 'American Terminal E-FFB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Female Quick Disconnects', 'American Terminal E-FMB250N-100 16/14-Gauge Economy Nylon Fully-Insulated Male Quick Disconnects']",American Terminal E-BCRN-100 22/18-Gauge Economy Nylon Butt Connectors,"[58, 417, 418, 2900, 1452, 1678, 417, 418]",2900,"['<a_67><b_56><c_17>', '<a_67><b_56><c_2>', '<a_67><b_56><c_0>', '<a_67><b_56><c_196>', '<a_67><b_56><c_9>', '<a_67><b_56><c_206>', '<a_67><b_56><c_2>', '<a_67><b_56><c_0>']",<a_67><b_56><c_196>
A4434,"['KR Tools 72018 Pro Series 6-Inch Digital Caliper', 'Bissell Garage Pro Wall-Mounted Wet Dry Car Vacuum/Blower With Auto Tool Kit, 18P03', 'Scotch Color Coding Tape 690 Red, 48 mm x 66 m, Conveniently Packaged (Pack of 1)', 'Spinbrush Truly Radiant Soft Powered Toothbrush (Colors May Vary)']",Extech CA3018 Flex Clamp-On Adaptor 3000A AC,"[309, 2121, 2268, 778]",2494,"['<a_104><b_254><c_50>', '<a_24><b_213><c_46>', '<a_202><b_82><c_74>', '<a_24><b_26><c_205>']",<a_36><b_8><c_129>
